LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
QBIC,NYCEEC,Q,Cambria Heights Christian Academy,,718-712-7034,220 - 12 Linden Blvd,11411,1,33,1056446,192525,cambriaacademy@aol.com,3,http://cambriaheightschristianacademy.com,7,1,29QBIC,40.695105,-73.740004,7,27,596,4244354,4113210006,Cambria Heights                                                            
QAOW,NYCEEC,Q,All My Children Day Care 6,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-2030,11716 Sutphin Blvd,11434,1,40,1041882,187064,info@amcearlylearn.com,3,http://allmychildrendaycare.com,7,1,27QAOW,40.680282,-73.792045,7,28,18402,4260903,4120220020,Baisley Park                                                               
Q219,DOE,Q,P.S. 219 Paul Klapper,,718-793-2130,144 - 39 Gravett Rd,11367,1,54,1033062,207501,jardezzone@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/25/q219,3,3,25Q219,40.735177,-73.824634,7,24,809,,,Kew Gardens Hills                                                          
KCOH,NYCEEC,K,Sweet Home DCC,,718-871-4301,927 Macdonald Ave,11218,1,36,990640,169321,dmitriyuspenskiy@hotmail.com,5,,9,3,20KCOH,40.631512,-73.977299,7,44,478,3127549,3054080055,Borough Park                                                               
Q316,DOE,Q,Queens Explorer's Elementary,,718-558-7088,90 - 07 101st Ave,11416,1,216,1025871,188263,ps316ozonepark@gmail.com,2,http://schools.nyc.gov/schoolportals/27/q316,3,3,27Q316,40.683079,-73.85015,7,32,4001,,,Woodhaven                                                                  
KASJ,NYCEEC,K,BCS Duffield Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-522-5296,101 Fleet Pl,11201,1,93,989371,191718,ilopez@wearebcs.org,3,http://wearebcs.org,3,1,13KASJ,40.692598,-73.981761,7,35,31,3058258,3020610100,Fort Greene                                                                
K007,DOE,K,P.S. 007 Abraham Lincoln,,718-647-3600,858 Jamaica Ave,11208,1,36,1019458,190490,cnoel@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/19/k007,9,3,19K007,40.689697,-73.873109,7,37,118201,3090998,3041060039,Cypress Hills-City Line                                                    
KAFO,NYCEEC,K,Good Shepherd School,,718-339-2745,1943 Brown St,11229,1,36,1000793,159493,princpap@aol.com,7,,3,1,22KAFO,40.60421,-73.940629,7,46,566,3345248,3073110001,Madison                                                                    
QBNF,NYCEEC,Q,Al - Ihsan Academy 3,,718-322-3154,130 - 20 Rockaway Blvd,11420,1,28,1037579,185149,rafeek_ies@yahoo.com,5,,9,3,27QBNF,40.674972,-73.808356,7,28,818,4254933,4117540055,South Ozone Park                                                           
XARG,NYCEEC,X,Monsignor Boyle,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-405-7824,3044 Hull Ave,10467,1,56,1017576,256812,epabon@cmcs.org,3,http://cmcs.org,4,1,10XARG,40.87177,-73.879316,7,11,425,2017913,2033320010,Norwood                                                                    
QBLF,NYCEEC,Q,Discovery Lane DCC,,347-652-7739,27 - 17 27 St,11102,1,29,1005526,219560,acecoloma03@yahoo.com,5,http://discoverylanelearninganddaycarecenter.com,9,3,30QBLF,40.769605,-73.923135,7,22,71,,,Old Astoria                                                                
MAXC,NYCEEC,M,ECDO Child Start Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-234-8135,249 West 144th St,10030,1,32,1000508,238706,wallen@ecdo.org,3,http://ecdo.org,6,2,05MAXC,40.821585,-73.94101,7,9,232,1060450,1020300010,Central Harlem North-Polo Grounds                                          
MAPY,NYCEEC,M,Grand St. Settlement Dual Center #1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-677-6990,60 Essex St,10002,1,37,987367,200459,jliu@grandsettlement.org,3,http://grandsettlement.org,7,1,02MAPY,40.717011,-73.988987,7,1,18,1083429,1003510001,Chinatown                                                                  
KABC,NYCEEC,K,Bais Sarah School,,718-871-7571,6101 16 Ave,11204,1,60,986288,166574,baissarahupk@verizon.net,5,,9,3,20KABC,40.624186,-73.99263,7,44,248,3132384,3055240001,Bensonhurst West                                                           
M040,DOE,M,P.S. 040 Augustus St. - Gaudens,,212-475-5500,319 East 19 St,10003,1,36,989288,207141,02m040@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/02/m040,3,3,02M040,40.735161,-73.982027,7,2,64,1020513,1009250012,Gramercy                                                                   
X072,DOE,X,P.S. 072 Dr. William Dorney,,718-822-5311,2951 Dewey Ave,10465,1,72,1034609,239156,mcolon@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/08/x072,3,3,08X072,40.822604,-73.818247,7,13,158,2077162,2054400001,Schuylerville-Throgs Neck-Edgewater Park                                   
X067,DOE,X,P.S. 067 Mohegan School,,718-823-4101,2024 Mohegan Ave,10460,1,72,1016179,246729,jsantia7@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/12/x067,3,3,12X067,40.843945,-73.884788,7,17,363,2013142,2031230003,East Tremont                                                               
Q229,DOE,Q,P.S. 229 Emanuel Kaplan,,718-446-2120,67 - 25 51 Rd,11377,1,36,1012873,206947,sajwani@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/24/q229,3,3,24Q229,40.734277,-73.897585,7,30,513,,,Maspeth                                                                    
M397,DOE,M,Spruce Street School,,212-266-4800,12 Spruce St,10018,1,36,982696,198290,nharris2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/02/m397,3,3,02M397,40.711313,-74.005472,7,1,1501,1087485,1001007502,Battery Park City-Lower Manhattan                                          
Q222,DOE,Q,P.S. Q222 - Fire Fighter Christopher A Santora School,,718-429-2563,86 - 15 37 Ave,11372,1,36,1017503,212705,30q222@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/30/q222,9,3,30Q222,40.750161,-73.880457,7,25,279,4035855,4014600040,Jackson Heights                                                            
KBPP,NYCEEC,K,Georgia L Mcmurray Bat Kids Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-567-0818,140 58th St,11220,1,29,977969,174172,glmbatkids@yahoo.com,5,,9,3,20KBPP,40.645338,-74.022864,7,38,18,3257058,3057780001,Sunset Park West                                                           
MAVY,NYCEEC,M,Metro North Childcare Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-828-6413,304 East 102nd St,10029,1,19,999828,226237,mpompee@unionsettlement.org,3,http://unionsettlement.org,7,1,04MAVY,40.787977,-73.944153,7,8,164,1079341,1016730006,East Harlem South                                                          
K011,DOE,K,P.S. 011 Purvis J Behan,,718-638-2661,419 Waverly Ave,11238,1,72,993685,189033,awright3@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k011,3,3,13K011,40.685491,-73.966291,7,35,199,3332865,3019620010,Clinton Hill                                                               
MANJ,NYCEEC,M,Ivy League Early Learning Academy,,212-683-5545,776 Ave Of The Americas,10001,1,36,986761,210694,manhattan@ivyleagueearlylearning.com,5,http://ivyleagueearlylearning.com,9,3,02MANJ,40.74489,-73.991342,7,3,58,1015632,1008280001,Hudson Yards-Chelsea-Flatiron-Union Square                                 
Z067,DOE,K,Pre - K Center At 1355 84th Street,,718-621-8510,1355 84th St,11228,1,100,981193,163156,DGounar@schools.nyc.gov,5,,9,3,20Z067,40.614466,-74.011425,7,43,150,3335077,3063090048,Dyker Heights                                                              
Z059,DOE,Q,Pre - K Center At P.S. 329 East Elmhurst Community School,,212-637-8000,26 - 25 97th St,11369,1,36,1019717,216831,pre-k@schools.nyc.gov,5,,9,3,30Z059,40.76227,-73.872191,7,21,361,,,East Elmhurst                                                              
K188,DOE,K,P.S. 188 Michael E Berdy,,718-265-7580,3314 Neptune Ave,11224,1,36,984106,149472,agreen31@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/21/k188,3,3,21K188,40.577217,-74.000194,7,47,328,3188726,3070060001,Seagate-Coney Island                                                       
QAVZ,NYCEEC,Q,Nayda Day Care II,,718-805-8893,9736 108th St,11419,1,12,1029694,189963,islamislam22@aol.com,3,,7,2,27QAVZ,40.688659,-73.836223,7,28,110,4197882,4094090021,Richmond Hill                                                              
X028,DOE,X,P.S. 028 Mount Hope,,718-583-6444,1861 Anthony Ave,10457,1,54,1010903,248358,sbeckle@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/09/x028,3,3,09X028,40.848057,-73.903522,7,15,23302,2007603,2028040031,Mount Hope                                                                 
X369,DOE,X,Young Leaders Elementary School,,718-292-7391,468 East 140 St,10454,1,28,1006464,234126,aponte13@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/07/x369,3,3,07X369,40.809534,-73.919903,7,8,39,2000308,2022840034,Mott Haven-Port Morris                                                     
XAQK,NYCEEC,X,Saints Philip & James School,,718-882-4576,1160 East 213th St,10469,1,54,1025045,258216,school@spjschool.org,3,http://stsphilipandjameschurch.com,1,1,11XAQK,40.875532,-73.852432,7,12,368,2059782,2047070001,Williamsbridge-Olinville                                                   
K023,DOE,K,P.S. 023 Carter G Woodson,,718-387-0375,545 Willoughby Ave,11206,1,36,998775,192219,cnapoli@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/14/k023,3,3,14K023,40.69407,-73.94756,7,36,25901,3048818,3017590013,Bedford                                                                    
M087,DOE,M,P.S. 087 William Sherman,,212-678-2826,160 West 78 St,10024,1,18,990406,224094,mlerner@ps87.info,2,http://ps87.info,7,3,03M087,40.781958,-73.977638,7,6,161,1030196,1011490007,Upper West Side                                                            
KBJE,NYCEEC,K,Be Above 37,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-774-4131,570 Crown St,11213,1,60,1001038,181711,uly@yttl.org,3,,7,1,17KBJE,40.665652,-73.939237,7,35,333,3393264,3014170007,Crown Heights South                                                        
Z016,DOE,Q,Pre - K Center At 46 - 16 76th Street,,212-637-8000,46 - 16 76th St,11373,1,108,1015126,208814,pre-k@schools.nyc.gov,5,,9,3,24Z016,40.740159,-73.888234,7,25,485,4038316,4015310007,Elmhurst-Maspeth                                                           
MBGU,NYCEEC,M,Sugar Hill Museum Preschool,,212-862-7155,400 W 155th St,10032,1,54,1000579,241793,cmelville@bhc.org,3,http://bhc.org,6,2,06MBGU,40.830516,-73.940507,7,9,23501,1089726,1020697501,Hamilton Heights                                                           
X152,DOE,X,P.S. 152 Evergreen,,718-589-4560,1007 Evergreen Ave,10472,1,72,1017374,239493,flynch@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/08/x152,3,3,08X152,40.824054,-73.880039,7,17,52,2023336,2037110001,Soundview-Bruckner                                                         
RAFY,NYCEEC,R,Children's Playhouse,,718-761-0129,85 Monahan Ave,10314,1,60,942732,153780,childrenplay@aol.com,5,,7,1,31RAFY,40.588552,-74.149612,7,50,27704,5038029,5023750128,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
QBCQ,NYCEEC,Q,Haup UPK Program,,718-527-3776,197 - 25 Hillside Ave,11423,1,36,1049352,201227,mjcharles2@gmail.com,5,,9,3,29QCBQ,40.718438,-73.765238,7,23,478,4591612,4104720003,Jamaica Estates-Holliswood                                                 
KAYF,NYCEEC,K,PAL La Puerta Abierta,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-373-1100,3001 West 37 St,11224,1,30,983647,147886,rbhattacharjee@palnyc.org,2,http://palnyc.org,6,1,21KAYF,40.573177,-74.002509,7,47,340,3189617,3070650001,Seagate-Coney Island                                                       
QBJR,NYCEEC,Q,Grace Daycare Center,,718-803-0345,89 - 00 23rd Ave,11369,3,36,1017472,218835,gracepreschool1004@gmail.com,8,,3,2,30QBJR,40.76764,-73.880805,7,22,329,4023535,4010840001,Jackson Heights                                                            
MBHM,NYCEEC,M,Child Care Partners NY West,,212-797-1110,20 West St,10004,1,37,979879,196574,jpollard@tlecorp.com,5,http://manhattan.tlechildcare.com,9,3,02MBHM,40.706358,-74.016151,7,1,13,1087243,1000157502,Battery Park City-Lower Manhattan                                          
Z031,DOE,M,Pre - K Center At P.S. 281 The River School,,212-637-8000,425 East 35th St,10016,1,180,991927,210500,pre-k@schools.nyc.gov,5,,9,3,02Z031,40.74428,-73.972591,7,4,8601,1089385,1009670002,Turtle Bay-East Midtown                                                    
M137,DOE,M,P.S. 137 John L Bernstein,,646-602-2140,293 East Broadway,10002,1,18,988761,199522,mrodrig19@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/01/m137,2,3,01M137,40.71457,-73.983724,7,1,202,1003736,1002880015,Lower East Side                                                            
RACL,NYCEEC,R,The Gingerbread Learning Center,,718-356-0008,80 Woodrow Rd,10312,1,28,934083,144461,dennisdino73@aol.com,5,http://gingerbreadlctr.com,9,3,31RACL,40.56312,-74.180929,7,51,17008,5076998,5056880001,Arden Heights                                                              
Z058,DOE,Q,Pre - K Center At 46 - 08 5th Street,,212-637-8000,46 - 08 5th St,11101,1,36,996612,211498,pre-k@schools.nyc.gov,5,,9,3,30Z058,40.747231,-73.955089,7,26,1,4000000,4000210001,Hunters Point-Sunnyside-West Maspeth                                       
KASZ,NYCEEC,K,East Midwood Hebrew Day School,,718-253-1555,1256 East 21st St,11210,1,34,996742,166085,regina2@emhds.org,3,http://emhds.org,3,2,22KASZ,40.622596,-73.954755,7,45,760,3208324,3076200057,Midwood                                                                    
K327,DOE,K,P.S. 327 Dr. Rose B English,,718-495-7801,111 Bristol St,11212,1,36,1008639,182807,kchance@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/23/k327,3,3,23K327,40.668475,-73.912351,7,41,924,3081032,3035200008,Brownsville                                                                
Q051,DOE,Q,P.S. 051,,718-850-0738,87 - 45 117 St,11418,1,36,1030911,193718,msaintj@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/27/q051,7,3,27Q051,40.699079,-73.83241,7,29,122,4195822,4093260008,Richmond Hill                                                              
QAYE,NYCEEC,Q,Quick Start DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-978-0800,118 - 46 Riverton St,11412,1,34,1049910,190389,quickdayc@aol.com,3,,3,1,29QAYE,40.690058,-73.763131,7,27,366,4268946,4124490004,St. Albans                                                                 
MAWG,NYCEEC,M,East Harlem Chs Bilingual Head Start Program,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-427-9010,440 East 116th St,10029,1,100,1002503,229000,Escuelita116@aol.con,3,,3,2,04MAWG,40.79549,-73.934214,7,8,178,1081443,1017090016,East Harlem North                                                          
Q116,DOE,Q,P.S. / I.S. 116 William C Hughley,,718-526-4884,107 - 25 Wren Pl,11433,1,54,1044713,194644,29q116@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/29/q116,3,3,29Q116,40.700664,-73.782532,7,27,414,4218415,4102490034,South Jamaica                                                              
KBOP,NYCEEC,K,Traditional DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-306-2070,1112 Winthrop St,11212,1,36,1005645,180421,marishaking@gmail.com,5,,9,3,18KBOP,40.662008,-73.923061,7,41,884,3100654,3046310007,Rugby-Remsen Village                                                       
QAUD,NYCEEC,Q,Precious Moments,,718-767-6655,1102 Clintonville St,11357,1,18,1036136,227743,preciousmoments2@verizon.net,5,http://preciousmomentsnursery.com,1,1,25QAUD,40.791878,-73.812538,7,19,981,4102661,4045160027,Whitestone                                                                 
KBBE,NYCEEC,K,PAL Carey Gardens,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-372-4044,2964 West 23rd St,11224,1,21,987018,148546,Kchase@palnyc.org,3,http://palnyc.org,7,1,21KBBE,40.574699,-73.989827,7,47,326,3321840,3070560014,Seagate-Coney Island                                                       
QAFF,NYCEEC,Q,St. Clare Catholic Academy,,718-528-7174,137 - 25 Brookville Blvd,11422,1,36,1057487,183258,mbasile@stclarecatholicacademy.org,5,http://stclarecatholicacademy.org,9,3,29QAFF,40.669532,-73.736236,7,31,638,4284358,4132320001,Rosedale                                                                   
QAWG,NYCEEC,Q,Bright Beginnings Pre - School,,718-297-6767,8625 162nd St,11432,1,58,1039416,198013,brightbeginningsjamaica@gmail.com,3,http://brightbeginningschildcenter.com,6,1,28QAWG,40.710483,-73.801466,7,24,448,4209097,4097730001,Briarwood-Jamaica Hills                                                    
KBRT,NYCEEC,K,Salvation Army - Brownsville DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-345-2488,280 Riverdale Ave 1,11212,1,38,1010265,180170,Kimberly.Durham-Carr@use.salvationarmy.org,3,http://salvationarmy.org,3,2,23KBRT,40.661364,-73.906124,7,42,918,3082390,3036050010,Brownsville                                                                
XAFZ,NYCEEC,X,New Covenant Christian School,,718-299-5250,1925 Grand Concourse,10453,1,36,1010287,249017,mcordero@ncchristianschool.org,5,,9,3,9XAFZ,40.850065,-73.905522,7,14,23501,2086655,2028080021,Mount Hope                                                                 
QANZ,NYCEEC,Q,Battalion Christian Academy,,718-634-7172,454 Bch 67 St,11692,1,18,1040910,155872,bcafarrockaway@gmail.com,7,http://battalionchurch.org,8,2,27QANZ,40.593999,-73.796263,7,31,964,4438906,4160400024,Hammels-Arverne-Edgemere                                                   
XAYB,NYCEEC,X,Lil Inventors - University Avenue,,718-295-2740,75 West 190th St,10468,1,38,1011075,254557,nlove@nycnac.com,5,,9,3,10XAYB,40.865049,-73.902822,7,14,265,2014648,2032140001,Kingsbridge Heights                                                        
M133,DOE,M,P.S. 133 Fred R Moore,,212-690-5936,2121 5 Ave,10037,1,18,1000983,234251,pbalbue@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/05/m133,3,3,05M133,40.809672,-73.939872,7,9,206,1054276,1017550001,Central Harlem North-Polo Grounds                                          
K306,DOE,K,P.S. 306 Ethan Allen,,718-649-3155,970 Vermont St,11207,1,54,1015725,178099,lburrou2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k306,3,3,19K306,40.655997,-73.886547,7,42,1104,3097873,3043920001,East New York                                                              
RAEY,NYCEEC,R,St. Adalbert's School,,718-442-2020,355 Morningstar Rd,10303,1,40,943439,168670,Jbadillo.upk@aol.com,2,http://stadalbertschool.com,3,1,31RAEY,40.629704,-74.147406,7,49,247,5107102,5011360063,Port Richmond                                                              
QAMO,NYCEEC,Q,Greater Ridgewood,,718-456-5437,5903 Summerfield St,11385,1,54,1012517,194119,lstarsprek@thegryc.org,3,http://thegryc.org,3,2,24QAMO,40.699463,-73.897855,7,34,557,4437841,4035880001,Ridgewood                                                                  
